household_key,recency_days,frequency,monetary,R,F,M,RFM_Score,segment,INCOME_DESC,HOUSEHOLD_SIZE_DESC,AGE_DESC,MARITAL_STATUS_CODE,HH_COMP_DESC,KID_CATEGORY_DESC
1487,8,38,1471.28,3,2,2,7,At Risk,,,,,,
1488,20,76,3246.92,2,3,4,9,At Risk,50-74K,2,25-34,A,Single Female,None/Unknown
1489,2,536,17251.53,4,5,5,14,Champions,,,,,,
1490,3,208,5064.7,4,5,4,13,Champions,,,,,,
1491,2,289,5635.97,4,5,5,14,Champions,35-49K,2,65+,U,2 Adults No Kids,None/Unknown
1492,3,95,1226.29,4,3,2,9,Potential Loyalists,15-24K,2,65+,A,2 Adults No Kids,None/Unknown
1493,8,25,943.13,3,1,2,6,One-time Buyers,,,,,,
1494,12,85,2595.09,2,3,3,8,At Risk,25-34K,1,65+,B,Single Female,None/Unknown
1495,8,165,1779.86,3,5,3,11,Loyal,,,,,,
1496,55,12,852.95,1,1,2,4,Lost,,,,,,
1497,20,9,527.3,2,1,1,4,One-time Buyers,,,,,,
1498,54,26,960.1800000000001,1,1,2,4,Lost,,,,,,
1499,1,89,2106.09,5,3,3,11,Potential Loyalists,15-24K,2,55-64,A,2 Adults No Kids,None/Unknown
1500,15,54,1051.1200000000001,2,2,2,6,At Risk,,,,,,
1501,11,205,8490.73,2,5,5,12,At Risk,,,,,,
1502,32,47,2160.82,1,2,3,6,Lost,,,,,,
1503,52,18,117.69,1,1,1,3,Lost,,,,,,
1504,515,3,66.33,1,1,1,3,Lost,,,,,,
1505,56,103,4053.23,1,4,4,9,Lost,25-34K,1,45-54,U,Single Female,None/Unknown
1506,2,144,2389.2,4,4,3,11,Loyal,,,,,,
1507,12,26,1499.3700000000001,2,1,2,5,One-time Buyers,,,,,,
1508,43,81,1849.2,1,3,3,7,Lost,,,,,,
1509,2,204,6452.83,4,5,5,14,Champions,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
1510,1,1300,11211.37,5,5,5,15,Champions,,,,,,
1511,7,149,3740.16,3,4,4,11,Loyal,,,,,,
1512,5,93,1674.23,3,3,3,9,At Risk,,,,,,
1513,5,64,931.89,3,3,2,8,At Risk,,,,,,
1514,8,57,2355.31,3,2,3,8,At Risk,,,,,,
1515,1,99,4158.2,5,3,4,12,Potential Loyalists,,,,,,
1516,216,15,189.66,1,1,1,3,Lost,,,,,,
1517,4,135,3871.04,4,4,4,12,Champions,50-74K,4,45-54,A,2 Adults Kids,2
1518,36,34,1373.77,1,2,2,5,Lost,,,,,,
1519,22,30,2425.66,2,1,3,6,One-time Buyers,,,,,,
1520,4,142,3839.36,4,4,4,12,Champions,,,,,,
1521,46,43,753.95,1,2,1,4,Lost,,,,,,
1522,79,35,1086.56,1,2,2,5,Lost,,,,,,
1523,33,67,1668.3,1,3,3,7,Lost,,,,,,
1524,2,60,2800.81,4,3,4,11,Potential Loyalists,35-49K,2,45-54,A,2 Adults No Kids,None/Unknown
1525,22,38,1645.25,2,2,3,7,At Risk,,,,,,
1526,2,199,2901.09,4,5,4,13,Champions,,,,,,
1527,2,321,17295.18,4,5,5,14,Champions,50-74K,2,25-34,A,2 Adults No Kids,None/Unknown
1528,1,239,8086.55,5,5,5,15,Champions,125-149K,1,35-44,B,Single Female,None/Unknown
1529,5,244,9025.51,3,5,5,13,Loyal,50-74K,1,45-54,U,Single Male,None/Unknown
1530,5,48,879.9300000000001,3,2,2,7,At Risk,,,,,,
1531,2,45,978.91,4,2,2,8,Potential Loyalists,,,,,,
1532,43,86,1916.02,1,3,3,7,Lost,,,,,,
1533,12,22,255.24,2,1,1,4,One-time Buyers,,,,,,
1534,4,313,8449.68,4,5,5,14,Champions,75-99K,3,25-34,A,2 Adults Kids,1
1535,1,247,8453.65,5,5,5,15,Champions,,,,,,
1536,1,164,6960.1900000000005,5,5,5,15,Champions,50-74K,1,45-54,U,Unknown,None/Unknown
1537,21,148,2878.58,2,4,4,10,At Risk,35-49K,3,19-24,A,2 Adults Kids,1
1538,5,32,504.92,3,1,1,5,One-time Buyers,,,,,,
1539,40,10,79.41,1,1,1,3,Lost,,,,,,
1540,2,143,3598.69,4,4,4,12,Champions,15-24K,4,45-54,U,2 Adults Kids,2
1541,7,102,7743.35,3,4,5,12,Loyal,50-74K,1,35-44,U,Unknown,None/Unknown
1542,10,116,1969.93,3,4,3,10,Loyal,,,,,,
1543,28,84,2612.4,1,3,3,7,Lost,,,,,,
1544,21,54,2457.93,2,2,3,7,At Risk,,,,,,
1545,3,174,3948.53,4,5,4,13,Champions,35-49K,2,45-54,A,2 Adults No Kids,None/Unknown
1546,8,113,4095.37,3,4,4,11,Loyal,,,,,,
1547,2,289,2222.05,4,5,3,12,Loyal,,,,,,
1548,2,112,3850.53,4,4,4,12,Champions,,,,,,
1549,1,177,1988.91,5,5,3,13,Loyal,15-24K,1,45-54,U,Unknown,None/Unknown
1550,2,338,2542.45,4,5,3,12,Loyal,,,,,,
1551,16,18,800.11,2,1,2,5,One-time Buyers,,,,,,
1552,20,35,1084.76,2,2,2,6,At Risk,,,,,,
1553,17,16,140.84,2,1,1,4,One-time Buyers,,,,,,
1554,8,46,982.76,3,2,2,7,At Risk,,,,,,
1555,15,89,1446.54,2,3,2,7,At Risk,,,,,,
1556,2,138,3799.8,4,4,4,12,Champions,35-49K,2,45-54,A,2 Adults No Kids,None/Unknown
1557,2,195,6528.36,4,5,5,14,Champions,100-124K,4,25-34,A,1 Adult Kids,2
1558,1,145,4487.1,5,4,4,13,Champions,,,,,,
1559,8,60,2725.42,3,3,3,9,At Risk,,,,,,
1560,9,44,1209.04,3,2,2,7,At Risk,,,,,,
1561,101,6,401.41,1,1,1,3,Lost,,,,,,
1562,2,39,1198.02,4,2,2,8,Potential Loyalists,,,,,,
1563,14,113,4754.88,2,4,4,10,At Risk,75-99K,3,45-54,A,Unknown,1
1564,48,36,437.77,1,2,1,4,Lost,,,,,,
1565,60,31,447.91,1,1,1,3,Lost,,,,,,
1566,3,347,10567.710000000001,4,5,5,14,Champions,75-99K,2,35-44,U,2 Adults No Kids,None/Unknown
1567,4,155,2124.23,4,4,3,11,Loyal,15-24K,1,45-54,U,Single Male,None/Unknown
1568,4,81,4575.94,4,3,4,11,Potential Loyalists,35-49K,1,55-64,B,Single Female,None/Unknown
1569,6,104,1345.59,3,4,2,9,Loyal,,,,,,
1570,48,51,2389.96,1,2,3,6,Lost,,,,,,
1571,4,49,567.87,4,2,1,7,Potential Loyalists,,,,,,
1572,1,52,2544.41,5,2,3,10,Potential Loyalists,75-99K,2,35-44,A,2 Adults No Kids,None/Unknown
1573,16,96,372.87,2,3,1,6,Low Value,,,,,,
1574,61,28,3616.03,1,1,4,6,Lost,,,,,,
1575,2,55,1642.49,4,2,3,9,Potential Loyalists,,,,,,
1576,21,18,471.11,2,1,1,4,One-time Buyers,,,,,,
1577,20,82,3794.61,2,3,4,9,At Risk,,,,,,
1578,15,94,2846.81,2,3,4,9,At Risk,15-24K,2,45-54,U,2 Adults No Kids,None/Unknown
1579,2,600,12695.25,4,5,5,14,Champions,,,,,,
1580,2,201,1771.02,4,5,3,12,Loyal,50-74K,2,19-24,B,2 Adults No Kids,None/Unknown
1581,4,28,1249.26,4,1,2,7,One-time Buyers,,,,,,
1582,110,37,1907.02,1,2,3,6,Lost,,,,,,
1583,27,20,338.28000000000003,2,1,1,4,One-time Buyers,,,,,,
1584,2,317,7435.38,4,5,5,14,Champions,,,,,,
1585,7,150,9353.85,3,4,5,12,Loyal,150-174K,1,45-54,B,Single Female,None/Unknown
1586,3,72,2237.21,4,3,3,10,Potential Loyalists,,,,,,
1587,1,68,714.61,5,3,1,9,Potential Loyalists,,,,,,
1588,4,234,5199.9800000000005,4,5,5,14,Champions,50-74K,1,35-44,U,Unknown,None/Unknown
1589,4,18,341.54,4,1,1,6,One-time Buyers,,,,,,
1590,8,152,8033.79,3,4,5,12,Loyal,,,,,,
1591,4,111,4844.96,4,4,4,12,Champions,25-34K,1,25-34,U,Single Female,None/Unknown
1592,1,52,2371.59,5,2,3,10,Potential Loyalists,,,,,,
1593,17,43,1789.1,2,2,3,7,At Risk,,,,,,
1594,7,118,2986.13,3,4,4,11,Loyal,,,,,,
1595,2,139,5644.07,4,4,5,13,Champions,50-74K,1,45-54,U,Single Male,None/Unknown
1596,3,28,2154.63,4,1,3,8,One-time Buyers,,,,,,
1597,7,54,801.63,3,2,2,7,At Risk,,,,,,
1598,1,445,11516.83,5,5,5,15,Champions,,,,,,
1599,2,182,6161.21,4,5,5,14,Champions,,,,,,
1600,6,64,914.7,3,3,2,8,At Risk,,,,,,
1601,4,23,1288.54,4,1,2,7,One-time Buyers,,,,,,
1602,2,159,6425.14,4,4,5,13,Champions,,,,,,
1603,142,11,492.72,1,1,1,3,Lost,,,,,,
1604,1,156,818.41,5,4,2,11,Loyal,35-49K,2,35-44,U,2 Adults No Kids,None/Unknown
1605,10,57,729.22,3,2,1,6,Low Value,,,,,,
1606,17,21,1131.91,2,1,2,5,One-time Buyers,,,,,,
1607,2,138,3882.88,4,4,4,12,Champions,,,,,,
1608,25,40,1399.89,2,2,2,6,At Risk,,,,,,
1609,1,412,27859.68,5,5,5,15,Champions,125-149K,5+,45-54,A,2 Adults Kids,3+
1610,246,11,164.49,1,1,1,3,Lost,,,,,,
1611,5,51,677.46,3,2,1,6,Low Value,,,,,,
1612,1,151,8429.05,5,4,5,14,Champions,,,,,,
1613,6,136,6699.49,3,4,5,12,Loyal,,,,,,
1614,14,75,518.16,2,3,1,6,Low Value,,,,,,
1615,52,42,869.28,1,2,2,5,Lost,,,,,,
1616,80,38,1235.72,1,2,2,5,Lost,,,,,,
1617,25,104,4067.8,2,4,4,10,At Risk,,,,,,
1618,1,99,4562.4800000000005,5,4,4,13,Champions,75-99K,2,35-44,A,Single Female,None/Unknown
1619,4,185,4454.7300000000005,4,5,4,13,Champions,,,,,,
1620,4,337,9219.35,4,5,5,14,Champions,,,,,,
1621,3,90,3231.48,4,3,4,11,Potential Loyalists,,,,,,
1622,1,106,3844.31,5,4,4,13,Champions,,,,,,
1623,2,180,4733.62,4,5,4,13,Champions,,,,,,
1624,29,82,1567.81,1,3,2,6,Lost,,,,,,
1625,11,41,464.64,2,2,1,5,Low Value,,,,,,
1626,273,2,42.959999999999994,1,1,1,3,Lost,,,,,,
1627,1,114,3484.02,5,4,4,13,Champions,35-49K,1,25-34,U,Single Male,None/Unknown
1628,10,18,546.78,3,1,1,5,One-time Buyers,,,,,,
1629,49,9,590.71,1,1,1,3,Lost,,,,,,
1630,2,188,9265.32,4,5,5,14,Champions,,,,,,
1631,1,353,10427.21,5,5,5,15,Champions,Under 15K,4,19-24,B,1 Adult Kids,3+
1632,39,64,2104.91,1,3,3,7,Lost,,,,,,
1633,6,219,10162.78,3,5,5,13,Loyal,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
1634,3,85,4616.14,4,3,4,11,Potential Loyalists,35-49K,5+,25-34,A,2 Adults Kids,3+
1635,49,20,128.98,1,1,1,3,Lost,,,,,,
1636,2,22,1197.77,4,1,2,7,One-time Buyers,,,,,,
1637,1,66,1170.13,5,3,2,10,Potential Loyalists,,,,,,
1638,16,51,552.18,2,2,1,5,Low Value,,,,,,
1639,1,110,2578.1,5,4,3,12,Loyal,,,,,,
1640,1,151,4410.1,5,4,4,13,Champions,,,,,,
1641,5,47,577.62,3,2,1,6,Low Value,,,,,,
1642,7,125,2096.12,3,4,3,10,Loyal,,,,,,
1643,10,46,1461.4,3,2,2,7,At Risk,,,,,,
1644,1,26,397.48,5,1,1,7,New Customers,,,,,,
1645,46,8,296.52,1,1,1,3,Lost,,,,,,
1646,13,68,1553.53,2,3,2,7,At Risk,,,,,,
1647,39,12,50.49,1,1,1,3,Lost,,,,,,
1648,28,116,5250.36,1,4,5,10,Lost,15-24K,1,35-44,U,Single Female,None/Unknown
1649,1,48,1132.4,5,2,2,9,Potential Loyalists,150-174K,1,35-44,B,Single Male,None/Unknown
1650,7,106,2259.16,3,4,3,10,Loyal,75-99K,3,45-54,A,2 Adults Kids,1
1651,1,65,2025.08,5,3,3,11,Potential Loyalists,,,,,,
1652,4,39,946.0,4,2,2,8,Potential Loyalists,,,,,,
1653,2,541,19153.75,4,5,5,14,Champions,Under 15K,1,35-44,B,Single Female,None/Unknown
1654,33,40,786.53,1,2,2,5,Lost,,,,,,
1655,1,41,502.77,5,2,1,8,Potential Loyalists,,,,,,
1656,52,10,458.22,1,1,1,3,Lost,,,,,,
1657,31,50,647.9,1,2,1,4,Lost,,,,,,
1658,5,69,1778.67,3,3,3,9,At Risk,,,,,,
1659,3,130,2820.61,4,4,4,12,Champions,,,,,,
1660,8,62,2045.5,3,3,3,9,At Risk,,,,,,
1661,3,44,1425.4,4,2,2,8,Potential Loyalists,,,,,,
1662,10,83,8617.94,2,3,5,10,At Risk,150-174K,2,35-44,U,2 Adults No Kids,None/Unknown
1663,3,196,1834.06,4,5,3,12,Loyal,,,,,,
1664,15,41,2194.31,2,2,3,7,At Risk,,,,,,
1665,5,108,1556.84,3,4,2,9,Loyal,,,,,,
1666,38,82,1078.47,1,3,2,6,Lost,,,,,,
1667,11,42,891.1,2,2,2,6,At Risk,,,,,,
1668,16,94,2283.69,2,3,3,8,At Risk,,,,,,
1669,9,10,297.97,3,1,1,5,One-time Buyers,,,,,,
1670,88,19,96.48,1,1,1,3,Lost,,,,,,
1671,2,38,1420.41,4,2,2,8,Potential Loyalists,,,,,,
1672,11,75,1718.08,2,3,3,8,At Risk,,,,,,
1673,19,110,4773.85,2,4,4,10,At Risk,,,,,,
1674,293,8,120.28,1,1,1,3,Lost,,,,,,
1675,79,102,4862.09,1,4,4,9,Lost,,,,,,
1676,6,97,5203.43,3,3,5,11,At Risk,75-99K,2,35-44,U,2 Adults No Kids,None/Unknown
1677,8,193,12559.61,3,5,5,13,Loyal,75-99K,2,45-54,A,2 Adults No Kids,None/Unknown
1678,13,79,2613.9900000000002,2,3,3,8,At Risk,75-99K,1,45-54,U,Single Female,None/Unknown
1679,3,47,276.13,4,2,1,7,Potential Loyalists,,,,,,
1680,24,51,2039.68,2,2,3,7,At Risk,15-24K,3,25-34,A,2 Adults Kids,1
1681,68,90,2602.28,1,3,3,7,Lost,,,,,,
1682,9,10,158.93,3,1,1,5,One-time Buyers,,,,,,
1683,9,86,1920.99,3,3,3,9,At Risk,,,,,,
1684,5,50,1449.58,3,2,2,7,At Risk,,,,,,
1685,5,97,1571.3700000000001,3,3,2,8,At Risk,,,,,,
1686,1,95,1313.76,5,3,2,10,Potential Loyalists,15-24K,2,45-54,U,2 Adults No Kids,None/Unknown
1687,7,106,3766.27,3,4,4,11,Loyal,,,,,,
1688,29,36,971.12,1,2,2,5,Lost,,,,,,
1689,2,122,2711.79,4,4,3,11,Loyal,50-74K,1,45-54,U,Unknown,None/Unknown
1690,17,59,1508.04,2,3,2,7,At Risk,,,,,,
1691,2,50,2283.69,4,2,3,9,Potential Loyalists,,,,,,
1692,2,150,2017.18,4,4,3,11,Loyal,50-74K,1,35-44,U,Unknown,None/Unknown
1693,2,164,8354.55,4,5,5,14,Champions,35-49K,3,25-34,A,2 Adults Kids,1
1694,1,249,8055.47,5,5,5,15,Champions,15-24K,1,35-44,U,Single Female,None/Unknown
1695,2,160,1174.56,4,4,2,10,Loyal,25-34K,1,35-44,U,Single Male,None/Unknown
1696,8,62,2640.01,3,3,3,9,At Risk,50-74K,3,45-54,A,2 Adults Kids,1
1697,14,42,949.01,2,2,2,6,At Risk,,,,,,
1698,10,38,1757.51,2,2,3,7,At Risk,,,,,,
1699,14,29,1064.84,2,1,2,5,One-time Buyers,,,,,,
1700,35,33,1606.69,1,2,2,5,Lost,,,,,,
1701,28,31,1390.28,1,1,2,4,Lost,,,,,,
1702,56,30,1927.05,1,1,3,5,Lost,,,,,,
1703,4,233,4648.88,4,5,4,13,Champions,,,,,,
1704,2,46,400.83,4,2,1,7,Potential Loyalists,,,,,,
1705,3,176,1805.93,4,5,3,12,Loyal,,,,,,
1706,21,18,360.07,2,1,1,4,One-time Buyers,,,,,,
1707,3,749,6580.49,4,5,5,14,Champions,25-34K,1,35-44,B,Single Female,None/Unknown
1708,12,58,3571.6,2,2,4,8,At Risk,25-34K,1,45-54,U,Single Female,None/Unknown
1709,5,87,2141.64,3,3,3,9,At Risk,35-49K,3,25-34,A,2 Adults Kids,1
1710,7,215,11984.59,3,5,5,13,Loyal,150-174K,2,35-44,A,Single Male,None/Unknown
1711,67,11,664.98,1,1,1,3,Lost,,,,,,
1712,22,33,728.93,2,2,1,5,Low Value,,,,,,
1713,8,37,1733.81,3,2,3,8,At Risk,,,,,,
1714,59,9,264.72,1,1,1,3,Lost,,,,,,
1715,2,53,983.53,4,2,2,8,Potential Loyalists,,,,,,
1716,10,180,1950.26,2,5,3,10,At Risk,,,,,,
1717,1,88,1757.9,5,3,3,11,Potential Loyalists,,,,,,
1718,1,35,868.69,5,2,2,9,Potential Loyalists,,,,,,
1719,3,83,3402.45,4,3,4,11,Potential Loyalists,,,,,,
1720,8,142,5755.6900000000005,3,4,5,12,Loyal,50-74K,1,45-54,U,Unknown,None/Unknown
1721,3,17,339.59000000000003,4,1,1,6,One-time Buyers,,,,,,
1722,4,258,11229.710000000001,4,5,5,14,Champions,15-24K,2,45-54,U,2 Adults No Kids,None/Unknown
1723,32,86,4469.22,1,3,4,8,Lost,,,,,,
1724,22,95,2626.98,2,3,3,8,At Risk,,,,,,
1725,1,19,826.74,5,1,2,8,New Customers,,,,,,
1726,1,182,8131.91,5,5,5,15,Champions,75-99K,1,55-64,U,Single Female,None/Unknown
1727,594,2,149.01,1,1,1,3,Lost,,,,,,
1728,6,21,1517.18,3,1,2,6,One-time Buyers,,,,,,
1729,6,85,2910.61,3,3,4,10,At Risk,,,,,,
1730,5,167,3509.78,3,5,4,12,Loyal,,,,,,
1731,9,72,3451.81,3,3,4,10,At Risk,,,,,,
1732,9,98,3427.3,3,3,4,10,At Risk,,,,,,
1733,3,34,1487.3700000000001,4,2,2,8,Potential Loyalists,,,,,,
1734,35,19,161.78,1,1,1,3,Lost,,,,,,
1735,1,93,3902.77,5,3,4,12,Potential Loyalists,,,,,,
1736,82,22,374.48,1,1,1,3,Lost,,,,,,
1737,28,27,350.94,1,1,1,3,Lost,,,,,,
1738,32,62,1379.3600000000001,1,3,2,6,Lost,,,,,,
1739,3,34,778.4,4,2,2,8,Potential Loyalists,,,,,,
1740,3,390,11938.2,4,5,5,14,Champions,250K+,1,19-24,U,Single Female,None/Unknown
1741,17,15,161.99,2,1,1,4,One-time Buyers,,,,,,
1742,10,282,2140.1,2,5,3,10,At Risk,,,,,,
1743,10,43,1168.94,2,2,2,6,At Risk,,,,,,
1744,9,58,1088.62,3,2,2,7,At Risk,,,,,,
1745,7,125,2591.48,3,4,3,10,Loyal,Under 15K,2,45-54,A,Single Male,None/Unknown
1746,58,49,2177.16,1,2,3,6,Lost,,,,,,
1747,10,92,3066.6,2,3,4,9,At Risk,,,,,,
1748,3,247,5161.78,4,5,5,14,Champions,35-49K,1,45-54,U,Single Male,None/Unknown
1749,8,122,4209.35,3,4,4,11,Loyal,35-49K,1,55-64,B,Single Male,None/Unknown
1750,42,20,736.42,1,1,1,3,Lost,,,,,,
1751,3,142,4142.87,4,4,4,12,Champions,15-24K,4,25-34,A,2 Adults Kids,2
1752,6,196,6593.81,3,5,5,13,Loyal,,,,,,
1753,1,456,2964.05,5,5,4,14,Champions,35-49K,1,45-54,U,Unknown,None/Unknown
1754,8,209,4120.16,3,5,4,12,Loyal,,,,,,
1755,18,31,1202.51,2,1,2,5,One-time Buyers,,,,,,
1756,5,67,3344.29,3,3,4,10,At Risk,,,,,,
1757,258,10,253.11,1,1,1,3,Lost,,,,,,
1758,15,70,2041.93,2,3,3,8,At Risk,,,,,,
1759,6,219,4009.62,3,5,4,12,Loyal,35-49K,5+,35-44,U,2 Adults Kids,3+
1760,7,53,563.64,3,2,1,6,Low Value,,,,,,
1761,3,31,1845.46,4,1,3,8,One-time Buyers,,,,,,
1762,1,344,15360.14,5,5,5,15,Champions,125-149K,5+,45-54,A,2 Adults Kids,3+
1763,7,149,3919.37,3,4,4,11,Loyal,,,,,,
1764,5,135,11412.2,3,4,5,12,Loyal,75-99K,4,45-54,A,2 Adults Kids,2
1765,22,62,2949.01,2,3,4,9,At Risk,35-49K,1,45-54,U,Single Male,None/Unknown
1766,5,38,460.68,3,2,1,6,Low Value,,,,,,
1767,2,485,9204.22,4,5,5,14,Champions,,,,,,
1768,3,70,1522.47,4,3,2,9,Potential Loyalists,,,,,,
1769,1,156,7447.28,5,4,5,14,Champions,,,,,,
1770,4,477,8793.19,4,5,5,14,Champions,,,,,,
1771,63,11,532.2,1,1,1,3,Lost,,,,,,
1772,91,97,2452.88,1,3,3,7,Lost,,,,,,
1773,9,91,3356.9,3,3,4,10,At Risk,,,,,,
1774,9,66,5012.46,3,3,4,10,At Risk,,,,,,
1775,1,211,9485.14,5,5,5,15,Champions,75-99K,5+,45-54,A,2 Adults Kids,3+
1776,22,231,3724.26,2,5,4,11,At Risk,,,,,,
1777,1,75,1169.97,5,3,2,10,Potential Loyalists,,,,,,
1778,2,259,9336.3,4,5,5,14,Champions,35-49K,2,25-34,A,2 Adults No Kids,None/Unknown
1779,9,109,3508.58,3,4,4,11,Loyal,75-99K,2,65+,A,2 Adults No Kids,None/Unknown
1780,31,43,1413.68,1,2,2,5,Lost,,,,,,
1781,19,93,3228.57,2,3,4,9,At Risk,,,,,,
1782,6,37,1742.85,3,2,3,8,At Risk,,,,,,
1783,10,91,4125.89,2,3,4,9,At Risk,,,,,,
1784,16,40,1980.6200000000001,2,2,3,7,At Risk,,,,,,
1785,2,75,1555.7,4,3,2,9,Potential Loyalists,35-49K,5+,25-34,A,2 Adults Kids,3+
1786,57,44,409.73,1,2,1,4,Lost,,,,,,
1787,20,61,1097.5,2,3,2,7,At Risk,,,,,,
1788,2,152,9072.28,4,4,5,13,Champions,75-99K,2,35-44,A,2 Adults No Kids,None/Unknown
1789,33,23,293.19,1,1,1,3,Lost,,,,,,
1790,6,47,1978.83,3,2,3,8,At Risk,,,,,,
1791,3,140,2970.1,4,4,4,12,Champions,100-124K,2,45-54,B,2 Adults No Kids,None/Unknown
1792,1,126,3140.33,5,4,4,13,Champions,,,,,,
1793,5,63,1888.55,3,3,3,9,At Risk,,,,,,
1794,11,77,3594.48,2,3,4,9,At Risk,,,,,,
1795,2,1138,9751.73,4,5,5,14,Champions,25-34K,2,45-54,U,2 Adults No Kids,None/Unknown
1796,8,60,2601.06,3,3,3,9,At Risk,35-49K,1,19-24,U,Single Female,None/Unknown
1797,2,115,5551.49,4,4,5,13,Champions,Under 15K,1,65+,U,Single Female,None/Unknown
1798,12,42,2457.51,2,2,3,7,At Risk,,,,,,
1799,15,52,395.47,2,2,1,5,Low Value,,,,,,
1800,3,85,3667.31,4,3,4,11,Potential Loyalists,175-199K,2,35-44,A,2 Adults No Kids,None/Unknown
1801,6,64,758.74,3,3,1,7,Low Value,,,,,,
1802,20,52,4835.4400000000005,2,2,4,8,At Risk,150-174K,2,45-54,U,2 Adults No Kids,None/Unknown
1803,1,216,14420.9,5,5,5,15,Champions,50-74K,3,19-24,A,2 Adults Kids,1
1804,1,311,10251.19,5,5,5,15,Champions,35-49K,2,65+,A,2 Adults No Kids,None/Unknown
1805,1,77,792.2,5,3,2,10,Potential Loyalists,,,,,,
1806,3,139,3979.6,4,4,4,12,Champions,,,,,,
1807,7,212,7773.21,3,5,5,13,Loyal,,,,,,
1808,10,96,1824.33,2,3,3,8,At Risk,,,,,,
1809,10,61,1509.41,2,3,2,7,At Risk,,,,,,
1810,8,266,4025.59,3,5,4,12,Loyal,,,,,,
1811,32,16,852.5600000000001,1,1,2,4,Lost,,,,,,
1812,1,104,1948.99,5,4,3,12,Loyal,50-74K,1,45-54,U,Single Female,None/Unknown
1813,20,4,233.45,2,1,1,4,One-time Buyers,,,,,,
1814,7,52,4107.85,3,2,4,9,At Risk,150-174K,2,65+,U,2 Adults No Kids,None/Unknown
1815,4,89,4405.47,4,3,4,11,Potential Loyalists,25-34K,2,45-54,U,2 Adults No Kids,None/Unknown
1816,4,160,3869.51,4,4,4,12,Champions,Under 15K,5+,19-24,B,2 Adults Kids,3+
1817,1,48,1024.72,5,2,2,9,Potential Loyalists,,,,,,
1818,1,72,1333.43,5,3,2,10,Potential Loyalists,,,,,,
1819,6,68,1446.23,3,3,2,8,At Risk,,,,,,
1820,51,77,4208.08,1,3,4,8,Lost,150-174K,2,45-54,A,2 Adults No Kids,None/Unknown
1821,9,128,4937.27,3,4,4,11,Loyal,,,,,,
1822,1,218,3516.44,5,5,4,14,Champions,35-49K,2,55-64,U,2 Adults No Kids,None/Unknown
1823,1,377,12268.85,5,5,5,15,Champions,75-99K,2,45-54,A,2 Adults No Kids,None/Unknown
1824,2,165,3117.11,4,5,4,13,Champions,,,,,,
1825,119,43,1831.84,1,2,3,6,Lost,,,,,,
1826,4,111,1994.47,4,4,3,11,Loyal,,,,,,
1827,6,41,682.23,3,2,1,6,Low Value,,,,,,
1828,142,86,5813.77,1,3,5,9,Lost,,,,,,
1829,2,320,6618.55,4,5,5,14,Champions,75-99K,2,65+,A,Single Female,None/Unknown
1830,643,1,39.440000000000005,1,1,1,3,Lost,,,,,,
1831,11,166,5562.06,2,5,5,12,At Risk,75-99K,1,55-64,U,Single Male,None/Unknown
1832,9,55,1357.55,3,2,2,7,At Risk,,,,,,
1833,1,83,2991.81,5,3,4,12,Potential Loyalists,25-34K,5+,25-34,U,1 Adult Kids,3+
1834,53,135,3769.5,1,4,4,9,Lost,125-149K,5+,45-54,U,Unknown,3+
1835,6,310,10995.710000000001,3,5,5,13,Loyal,,,,,,
1836,11,93,2991.96,2,3,4,9,At Risk,,,,,,
1837,5,160,7528.5,3,4,5,12,Loyal,,,,,,
1838,28,34,1179.61,1,2,2,5,Lost,,,,,,
1839,4,99,1764.15,4,4,3,11,Loyal,,,,,,
1840,156,37,337.21,1,2,1,4,Lost,,,,,,
1841,11,32,2401.78,2,1,3,6,One-time Buyers,35-49K,2,45-54,B,2 Adults No Kids,None/Unknown
1842,7,19,906.65,3,1,2,6,One-time Buyers,,,,,,
1843,30,42,770.15,1,2,2,5,Lost,,,,,,
1844,4,83,1523.8,4,3,2,9,Potential Loyalists,250K+,2,45-54,A,2 Adults No Kids,None/Unknown
1845,1,151,12647.61,5,4,5,14,Champions,175-199K,3,45-54,U,2 Adults Kids,1
1846,4,25,690.39,4,1,1,6,One-time Buyers,,,,,,
1847,3,103,2678.71,4,4,3,11,Loyal,175-199K,1,45-54,U,Single Female,None/Unknown
1848,6,110,10848.11,3,4,5,12,Loyal,75-99K,3,45-54,A,Unknown,1
1849,3,162,2666.5,4,4,3,11,Loyal,,,,,,
1850,6,223,6882.11,3,5,5,13,Loyal,75-99K,2,65+,A,Single Female,None/Unknown
1851,16,41,1255.55,2,2,2,6,At Risk,,,,,,
1852,18,317,9800.02,2,5,5,12,At Risk,,,,,,
1853,10,36,274.39,2,2,1,5,Low Value,,,,,,
1854,3,273,7631.72,4,5,5,14,Champions,,,,,,
1855,26,11,251.95,2,1,1,4,One-time Buyers,,,,,,
1856,1,459,4661.53,5,5,4,14,Champions,,,,,,
1857,1,82,1755.3,5,3,3,11,Potential Loyalists,,,,,,
1858,9,67,2860.07,3,3,4,10,At Risk,150-174K,1,25-34,B,Single Female,None/Unknown
1859,5,35,1791.28,3,2,3,8,At Risk,,,,,,
1860,83,58,753.42,1,2,1,4,Lost,,,,,,
1861,1,123,1868.45,5,4,3,12,Loyal,15-24K,4,25-34,U,2 Adults Kids,2
